1	[ACCOLATE] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	  27	0.250000	1.000000	0.005263	0.010471	CYTOGAM TENORMIN
	  27	0.250000	1.000000	0.005263	0.010471	CYTOGAM THERAFLU
	  27	0.250000	1.000000	0.005263	0.010471	CYTOGAM TRANDATE
	  27	0.250000	1.000000	0.005263	0.010471	CYTOGAM TRIDRATE
	  27	0.250000	1.000000	0.005263	0.010471	CYTOGAM UROCIT@K
	  27	0.250000	1.000000	0.005263	0.010471	CYTOGAM VECURONIUM
	  27	0.250000	1.000000	0.005263	0.010471	CYTOGAM VENTOLIN
	  27	0.250000	1.000000	0.005263	0.010471	CYTOGAM VOLTAREN
187	[GAMIMUNE@N] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	  1	0.500000	0.000000	0.000000	0.000000	GAMIMUNE@N LAMIVUDINE
	  2	0.454545	0.000000	0.000000	0.000000	GAMIMUNE@N GUAIFENESIN
	  3	0.450000	0.000000	0.000000	0.000000	GAMIMUNE@N AMIODARONE
	  3	0.450000	0.000000	0.000000	0.000000	GAMIMUNE@N VIRAMUNE
	  4	0.400000	0.000000	0.000000	0.000000	GAMIMUNE@N AMLODIPINE
	  4	0.400000	0.000000	0.000000	0.000000	GAMIMUNE@N AMRINONE
	  4	0.400000	0.000000	0.000000	0.000000	GAMIMUNE@N CARDENE@SR
	  4	0.400000	0.000000	0.000000	0.000000	GAMIMUNE@N DOBUTAMINE
	  4	0.400000	0.000000	0.000000	0.000000	GAMIMUNE@N DOPAMINE
	  4	0.400000	0.000000	0.000000	0.000000	GAMIMUNE@N GRANULEX
	  4	0.400000	0.000000	0.000000	0.000000	GAMIMUNE@N GUANFACINE
	  4	0.400000	0.000000	0.000000	0.000000	GAMIMUNE@N IMIPENEM
	  4	0.400000	0.000000	0.000000	0.000000	GAMIMUNE@N IMIPRAMINE
	  4	0.400000	0.000000	0.000000	0.000000	GAMIMUNE@N LAMICEL
	  4	0.400000	0.000000	0.000000	0.000000	GAMIMUNE@N THIAMINE
	  4	0.400000	0.000000	0.000000	0.000000	GAMIMUNE@N TIAGABINE
	  5	0.363636	0.000000	0.000000	0.000000	GAMIMUNE@N DESIPRAMINE
	  5	0.363636	0.000000	0.000000	0.000000	GAMIMUNE@N LAMOTRIGINE
	  6	0.350000	0.000000	0.000000	0.000000	GAMIMUNE@N AMANTADINE
	  6	0.350000	0.000000	0.000000	0.000000	GAMIMUNE@N AMIKIN
	  6	0.350000	0.000000	0.000000	0.000000	GAMIMUNE@N AMILORIDE
	  6	0.350000	0.000000	0.000000	0.000000	GAMIMUNE@N CLARITIN@D
	  6	0.350000	0.000000	0.000000	0.000000	GAMIMUNE@N CLOMIPHENE
	  6	0.350000	0.000000	0.000000	0.000000	GAMIMUNE@N CORTANE@B
	  6	0.350000	0.000000	0.000000	0.000000	GAMIMUNE@N IMURAN
	  6	0.350000	0.000000	0.000000	0.000000	GAMIMUNE@N KOGENATE@2
	  6	0.350000	0.000000	0.000000	0.000000	GAMIMUNE@N LACRILUBE
	  6	0.350000	0.000000	0.000000	0.000000	GAMIMUNE@N NIMODIPINE
	  6	0.350000	0.000000	0.000000	0.000000	GAMIMUNE@N PRIMIDONE
	  6	0.350000	0.000000	0.000000	0.000000	GAMIMUNE@N RANITIDINE
	  6	0.350000	0.000000	0.000000	0.000000	GAMIMUNE@N TAMIFLU
	  6	0.350000	0.000000	0.000000	0.000000	GAMIMUNE@N TIZANIDINE
	  6	0.350000	0.000000	0.000000	0.000000	GAMIMUNE@N TOLAZAMIDE
	  7	0.333333	0.000000	0.000000	0.000000	GAMIMUNE@N CLOMIPRAMINE
	  7	0.333333	0.000000	0.000000	0.000000	GAMIMUNE@N DEFEROXAMINE
	  8	0.318182	0.000000	0.000000	0.000000	GAMIMUNE@N CARDIZEM@CD
	  8	0.318182	0.000000	0.000000	0.000000	GAMIMUNE@N CARDIZEM@SR
	  8	0.318182	0.000000	0.000000	0.000000	GAMIMUNE@N NICARDIPINE
	  8	0.318182	0.000000	0.000000	0.000000	GAMIMUNE@N RIMANTADINE
	  8	0.318182	0.000000	0.000000	0.000000	GAMIMUNE@N TOLBUTAMIDE
	  9	0.307692	0.000000	0.000000	0.000000	GAMIMUNE@N PENICILLAMINE
	  10	0.300000	0.000000	0.000000	0.000000	GAMIMUNE@N ACCUTANE
	  10	0.300000	0.000000	0.000000	0.000000	GAMIMUNE@N ACIPHEX
	  10	0.300000	0.000000	0.000000	0.000000	GAMIMUNE@N ADENOSINE
	  10	0.300000	0.000000	0.000000	0.000000	GAMIMUNE@N ADRIAMYCIN
	  10	0.300000	0.000000	0.000000	0.000000	GAMIMUNE@N AKARPINE
	  10	0.300000	0.000000	0.000000	0.000000	GAMIMUNE@N ALUPENT
	  10	0.300000	0.000000	0.000000	0.000000	GAMIMUNE@N AMBIEN
	  10	0.300000	0.000000	0.000000	0.000000	GAMIMUNE@N AMICAR
	  10	0.300000	0.000000	0.000000	0.000000	GAMIMUNE@N ANUSOL@HC
	  10	0.300000	0.000000	0.000000	0.000000	GAMIMUNE@N APRESOLINE
	  10	0.300000	0.000000	0.000000	0.000000	GAMIMUNE@N ATROPINE
	  10	0.300000	0.000000	0.000000	0.000000	GAMIMUNE@N CALCIFEROL
	  10	0.300000	0.000000	0.000000	0.000000	GAMIMUNE@N CARDIZEM
	  10	0.300000	0.000000	0.000000	0.000000	GAMIMUNE@N CARTIA@XT
	  10	0.300000	0.000000	0.000000	0.000000	GAMIMUNE@N CEFOTAXIME
	  10	0.300000	0.000000	0.000000	0.000000	GAMIMUNE@N CITRUCEL
	  10	0.300000	0.000000	0.000000	0.000000	GAMIMUNE@N CYTARABINE
	  10	0.300000	0.000000	0.000000	0.000000	GAMIMUNE@N FLUMADINE
	  10	0.300000	0.000000	0.000000	0.000000	GAMIMUNE@N GLIPIZIDE
	  10	0.300000	0.000000	0.000000	0.000000	GAMIMUNE@N GLUCOPHAGE
	  10	0.300000	0.000000	0.000000	0.000000	GAMIMUNE@N GLYBURIDE
	  10	0.300000	0.000000	0.000000	0.000000	GAMIMUNE@N LAMICTAL
	  10	0.300000	0.000000	0.000000	0.000000	GAMIMUNE@N LAMISIL
	  10	0.300000	0.000000	0.000000	0.000000	GAMIMUNE@N MICRO@K
	  10	0.300000	0.000000	0.000000	0.000000	GAMIMUNE@N MICRONASE
	  10	0.300000	0.000000	0.000000	0.000000	GAMIMUNE@N MIRAPEX
	  10	0.300000	0.000000	0.000000	0.000000	GAMIMUNE@N MITOMYCIN
	  10	0.300000	0.000000	0.000000	0.000000	GAMIMUNE@N MUROCEL
	  10	0.300000	0.000000	0.000000	0.000000	GAMIMUNE@N MUROCOLL@2
	  10	0.300000	0.000000	0.000000	0.000000	GAMIMUNE@N NATRU@VENT
	  10	0.300000	0.000000	0.000000	0.000000	GAMIMUNE@N NEVIRAPINE
	  10	0.300000	0.000000	0.000000	0.000000	GAMIMUNE@N NIMBEX
	  10	0.300000	0.000000	0.000000	0.000000	GAMIMUNE@N NORPRAMIN
	  10	0.300000	0.000000	0.000000	0.000000	GAMIMUNE@N PACLITAXEL
	  10	0.300000	0.000000	0.000000	0.000000	GAMIMUNE@N PAROXETINE
	  10	0.300000	0.000000	0.000000	0.000000	GAMIMUNE@N REGRANEX
	  10	0.300000	0.000000	0.000000	0.000000	GAMIMUNE@N SALMETEROL
	  10	0.300000	0.000000	0.000000	0.000000	GAMIMUNE@N SELEGILINE
	  10	0.300000	0.000000	0.000000	0.000000	GAMIMUNE@N SERTRALINE
	  10	0.300000	0.000000	0.000000	0.000000	GAMIMUNE@N SINEQUAN
	  10	0.300000	0.000000	0.000000	0.000000	GAMIMUNE@N SURGILUBE
	  10	0.300000	0.000000	0.000000	0.000000	GAMIMUNE@N VERAPAMIL
	  11	0.291667	0.000000	0.000000	0.000000	GAMIMUNE@N GLUCOTROL@XL
	  11	0.291667	0.000000	0.000000	0.000000	GAMIMUNE@N MITOXANTRONE
	  11	0.291667	0.000000	0.000000	0.000000	GAMIMUNE@N SULFADIAZINE
	  12	0.272727	0.000000	0.000000	0.000000	GAMIMUNE@N AMOXICILLIN
	  12	0.272727	0.000000	0.000000	0.000000	GAMIMUNE@N BETAPACE@AF
	  12	0.272727	0.000000	0.000000	0.000000	GAMIMUNE@N BUPIVACAINE
	  12	0.272727	0.000000	0.000000	0.000000	GAMIMUNE@N CEFTAZIDIME
	  12	0.272727	0.000000	0.000000	0.000000	GAMIMUNE@N DICYCLOMINE
	  12	0.272727	0.000000	0.000000	0.000000	GAMIMUNE@N FLUDARABINE
	  12	0.272727	0.000000	0.000000	0.000000	GAMIMUNE@N HYDRALAZINE
	  12	0.272727	0.000000	0.000000	0.000000	GAMIMUNE@N IMOVAX@I.D.
	  12	0.272727	0.000000	0.000000	0.000000	GAMIMUNE@N MPM@GELPAD@
	  12	0.272727	0.000000	0.000000	0.000000	GAMIMUNE@N ROPIVACAINE
	  12	0.272727	0.000000	0.000000	0.000000	GAMIMUNE@N VINBLASTINE
	  13	0.269231	0.000000	0.000000	0.000000	GAMIMUNE@N ACETAZOLAMIDE
	  13	0.269231	0.000000	0.000000	0.000000	GAMIMUNE@N ACETOHEXAMIDE
	  13	0.269231	0.000000	0.000000	0.000000	GAMIMUNE@N RENOGRAFIN@60
	  13	0.269231	0.000000	0.000000	0.000000	GAMIMUNE@N SOMA@COMPOUND
	  14	0.266667	0.000000	0.000000	0.000000	GAMIMUNE@N DIPHENHYDRAMINE
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N AGGRENOX
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N ALKERAN
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N AMEN
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N AMERGE
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N AMOXIL
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N ARTANE
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N ATGAM
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N ATIVAN
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N AZITHROMYCIN
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N BUPRENEX
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N BUSPIRONE
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N CARDENE
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N CARDIEM
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N CEPHALEXIN
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N CHLORPROPAMIDE
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N CLONIDINE
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N COGNEX
	* 15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N CYTOGAM
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N DANTRIUM
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N DAUNORUBICIN
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N DIFLUCAN
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N ELMIRON
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N ETHMOZINE
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N ETOMIDATE
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N EULEXIN
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N FAM@PREN@FORTE
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N FUROSEMIDE
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N GEMZAR
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N GENGRAF
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N GLUCOTROL
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N GLUTOFAC
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N HALOTESTIN
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N HUMULIN
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N IDAMYCIN
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N IDARUBICIN
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N IMDUR
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N INDERAL@LA
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N IODINE
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N LEUKERAN
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N LOTRIMIN
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N LOTRISONE
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N LOXITANE
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N MEDI@GESIC
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N MEDIGESIC
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N MEGACE
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N METHADONE
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N METOCLOPRAMIDE
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N METOLAZONE
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N MIACALCIN
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N MICATIN
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N MINOXIDIL
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N MONOKET
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N MORPHINE
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N MYLERAN
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N NAPRELAN
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N NASALIDE
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N NAVANE
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N NEBCIN
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N NELFINAVIR
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N NEUPOGEN
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N NEURONTIN
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N NIFEDIPINE
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N OMNIPEN
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N PERATIVE
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N PITRESSIN
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N PLATINOL
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N PONDIMIN
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N PREDNISONE
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N PRIMAXIN
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N PROCARDIA@XL
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N PYRIDOXINE
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N QUINIDINE
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N QUININE
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N RATGAM
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N RIFABUTIN
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N RIFAMPIN
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N SORIATANE
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N SYMMETREL
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N TETRACYCLINE
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N TORSEMIDE
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N VANCOMYCIN
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N ZAGAM
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N ZEMURON
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N ZINECARD
	  15	0.250000	1.000000	0.005348	0.010638	GAMIMUNE@N ZONE@A@FORTE
188	[CYTOVENE] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	  1	0.687500	0.000000	0.000000	0.000000	CYTOVENE CYTOTEC
	  2	0.625000	0.000000	0.000000	0.000000	CYTOVENE CYTOXAN
	  3	0.562500	1.000000	0.200000	0.333333	CYTOVENE ATROVENT
	  3	0.562500	1.000000	0.200000	0.333333	CYTOVENE CYTOGAM
	* 3	0.562500	1.000000	0.200000	0.333333	CYTOVENE CYTOSAR
189	[CYTOSAR@U] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	  1	0.777778	0.000000	0.000000	0.000000	CYTOSAR@U CYTOSAR
	  2	0.611111	0.000000	0.000000	0.000000	CYTOSAR@U CYTOGAM
	  2	0.611111	0.000000	0.000000	0.000000	CYTOSAR@U CYTOXAN
	  3	0.500000	0.000000	0.000000	0.000000	CYTOSAR@U CAPTOPRIL
	  3	0.500000	0.000000	0.000000	0.000000	CYTOSAR@U CLOZARIL
	  3	0.500000	0.000000	0.000000	0.000000	CYTOSAR@U CYCLOSERINE
	  3	0.500000	0.000000	0.000000	0.000000	CYTOSAR@U CYTARABINE
	  3	0.500000	0.000000	0.000000	0.000000	CYTOSAR@U CYTOTEC
	  3	0.500000	0.000000	0.000000	0.000000	CYTOSAR@U CYTOVENE
	  4	0.458333	0.000000	0.000000	0.000000	CYTOSAR@U CYCLOSPORINE
	  5	0.454545	0.000000	0.000000	0.000000	CYTOSAR@U FLUCYTOSINE
	  6	0.444444	0.000000	0.000000	0.000000	CYTOSAR@U CARTIA@XT
	  6	0.444444	0.000000	0.000000	0.000000	CYTOSAR@U CORGARD
	  6	0.444444	0.000000	0.000000	0.000000	CYTOSAR@U CORTANE@B
	  6	0.444444	0.000000	0.000000	0.000000	CYTOSAR@U LOSARTAN
	  7	0.400000	0.000000	0.000000	0.000000	CYTOSAR@U CLARITIN@D
	  8	0.388889	1.000000	0.041667	0.080000	CYTOSAR@U CARDURA
	  8	0.388889	1.000000	0.041667	0.080000	CYTOSAR@U CATAFLAM
	  8	0.388889	1.000000	0.041667	0.080000	CYTOSAR@U CATAPRES
	  8	0.388889	1.000000	0.041667	0.080000	CYTOSAR@U CEFOTAN
	  8	0.388889	1.000000	0.041667	0.080000	CYTOSAR@U CENTOXIN
	  8	0.388889	1.000000	0.041667	0.080000	CYTOSAR@U CITRACAL
	  8	0.388889	1.000000	0.041667	0.080000	CYTOSAR@U COZAAR
	* 8	0.388889	1.000000	0.041667	0.080000	CYTOSAR@U NEOSAR
190	[NEOSAR] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	  1	0.750000	0.000000	0.000000	0.000000	NEOSAR NEORAL
	  2	0.714286	0.000000	0.000000	0.000000	NEOSAR NEOCARE
	  3	0.642857	0.000000	0.000000	0.000000	NEOSAR NEOCATE
	  4	0.571429	0.000000	0.000000	0.000000	NEOSAR NASAREL
	  5	0.500000	0.000000	0.000000	0.000000	NEOSAR CYTOSAR
	  5	0.500000	0.000000	0.000000	0.000000	NEOSAR NIZORAL
	  6	0.437500	0.000000	0.000000	0.000000	NEOSAR LOSARTAN
	  6	0.437500	0.000000	0.000000	0.000000	NEOSAR NAPROSYN
	  6	0.437500	0.000000	0.000000	0.000000	NEOSAR NASALIDE
	  6	0.437500	0.000000	0.000000	0.000000	NEOSAR ZINECARD
	  7	0.428571	0.000000	0.000000	0.000000	NEOSAR FOSAMAX
	  7	0.428571	0.000000	0.000000	0.000000	NEOSAR NEPHROX
	  7	0.428571	0.000000	0.000000	0.000000	NEOSAR NEUMEGA
	  7	0.428571	0.000000	0.000000	0.000000	NEOSAR NIASPAN
	  7	0.428571	0.000000	0.000000	0.000000	NEOSAR NORVASC
	  7	0.428571	0.000000	0.000000	0.000000	NEOSAR PROSCAR
	  8	0.416667	0.000000	0.000000	0.000000	NEOSAR ANSAID
	  8	0.416667	0.000000	0.000000	0.000000	NEOSAR COZAAR
	  8	0.416667	0.000000	0.000000	0.000000	NEOSAR GEMZAR
	  8	0.416667	0.000000	0.000000	0.000000	NEOSAR NARCAN
	  8	0.416667	0.000000	0.000000	0.000000	NEOSAR NAVANE
	  8	0.416667	0.000000	0.000000	0.000000	NEOSAR NEBCIN
	  8	0.416667	0.000000	0.000000	0.000000	NEOSAR NIACIN
	  8	0.416667	0.000000	0.000000	0.000000	NEOSAR NUBAIN
	  8	0.416667	0.000000	0.000000	0.000000	NEOSAR OS@CAL
	* 9	0.388889	1.000000	0.037037	0.071429	NEOSAR CYTOSAR@U
	  9	0.388889	1.000000	0.037037	0.071429	NEOSAR NASALCROM
191	[CYTOTEC] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	  1	0.687500	0.000000	0.000000	0.000000	CYTOTEC CYTOVENE
	  2	0.642857	1.000000	0.250000	0.400000	CYTOTEC CYTOGAM
	  2	0.642857	1.000000	0.250000	0.400000	CYTOTEC CYTOSAR
	* 2	0.642857	1.000000	0.250000	0.400000	CYTOTEC CYTOXAN
192	[DANAZOL] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	  1	0.571429	0.000000	0.000000	0.000000	DANAZOL ANAPROX
	  2	0.500000	0.000000	0.000000	0.000000	DANAZOL ANASPAZ
	  2	0.500000	0.000000	0.000000	0.000000	DANAZOL ANUSOL
	  2	0.500000	0.000000	0.000000	0.000000	DANAZOL ASACOL
	  2	0.500000	0.000000	0.000000	0.000000	DANAZOL DARVON
	  2	0.500000	0.000000	0.000000	0.000000	DANAZOL DENAVIR
	  2	0.500000	0.000000	0.000000	0.000000	DANAZOL DIAMOX
	  2	0.500000	0.000000	0.000000	0.000000	DANAZOL DIPHENATOL
	  2	0.500000	0.000000	0.000000	0.000000	DANAZOL DYNABAC
	  2	0.500000	0.000000	0.000000	0.000000	DANAZOL DYNACIN
	  2	0.500000	0.000000	0.000000	0.000000	DANAZOL PEDIAZOLE
	  3	0.450000	0.000000	0.000000	0.000000	DANAZOL ALPRAZOLAM
	* 4	0.437500	1.000000	0.058824	0.111111	DANAZOL DANTRIUM
	  4	0.437500	1.000000	0.058824	0.111111	DANAZOL DEPAKOTE
	  4	0.437500	1.000000	0.058824	0.111111	DANAZOL DIAZEPAM
	  4	0.437500	1.000000	0.058824	0.111111	DANAZOL DYNACIRC
	  4	0.437500	1.000000	0.058824	0.111111	DANAZOL TRAMADOL
193	[DANTRIUM] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	  1	0.500000	0.000000	0.000000	0.000000	DANTRIUM ANTACID
	  1	0.500000	0.000000	0.000000	0.000000	DANTRIUM VANCERIL
	  2	0.444444	0.000000	0.000000	0.000000	DANTRIUM DEXFERRUM
	  3	0.437500	1.000000	0.066667	0.125000	DANTRIUM ANTISPAS
	* 3	0.437500	1.000000	0.066667	0.125000	DANTRIUM DANAZOL
	  3	0.437500	1.000000	0.066667	0.125000	DANTRIUM DENAVIR
	  3	0.437500	1.000000	0.066667	0.125000	DANTRIUM DESERIL
	  3	0.437500	1.000000	0.066667	0.125000	DANTRIUM DIPRIVAN
	  3	0.437500	1.000000	0.066667	0.125000	DANTRIUM DITROPAN
	  3	0.437500	1.000000	0.066667	0.125000	DANTRIUM DOBUTREX
	  3	0.437500	1.000000	0.066667	0.125000	DANTRIUM DYNACIN
	  3	0.437500	1.000000	0.066667	0.125000	DANTRIUM DYNACIRC
	  3	0.437500	1.000000	0.066667	0.125000	DANTRIUM LANTUS
	  3	0.437500	1.000000	0.066667	0.125000	DANTRIUM LIBRIUM
	  3	0.437500	1.000000	0.066667	0.125000	DANTRIUM VANTIN
194	[DARVON] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	  1	0.500000	1.000000	0.250000	0.400000	DARVON ALDARA
	  1	0.500000	1.000000	0.250000	0.400000	DARVON DANAZOL
	  1	0.500000	1.000000	0.250000	0.400000	DARVON DIAMOX
	* 1	0.500000	1.000000	0.250000	0.400000	DARVON DIOVAN
195	[DIOVAN] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	* 1	0.916667	0.333333	1.000000	0.500000	DIOVAN DIOVAL
	  2	0.625000	0.333333	0.500000	0.400000	DIOVAN DIPRIVAN
	  3	0.583333	0.333333	0.250000	0.285714	DIOVAN IMOVAX
	  3	0.583333	0.333333	0.250000	0.285714	DIOVAN TROVAN
	  4	0.562500	0.333333	0.200000	0.250000	DIOVAN DITROPAN
	  5	0.500000	0.666667	0.222222	0.333333	DIOVAN ATIVAN
	* 5	0.500000	0.666667	0.222222	0.333333	DIOVAN DARVON
	  5	0.500000	0.666667	0.222222	0.333333	DIOVAN DIAMOX
	  5	0.500000	0.666667	0.222222	0.333333	DIOVAN DIFLUCAN
	  6	0.437500	0.666667	0.200000	0.307692	DIOVAN DIAZEPAM
	  7	0.428571	0.666667	0.181818	0.285714	DIOVAN DIABETA
	  8	0.416667	0.666667	0.117647	0.200000	DIOVAN IMURAN
	  8	0.416667	0.666667	0.117647	0.200000	DIOVAN IODINE
	  8	0.416667	0.666667	0.117647	0.200000	DIOVAN NAVANE
	  8	0.416667	0.666667	0.117647	0.200000	DIOVAN TIGAN
	  8	0.416667	0.666667	0.117647	0.200000	DIOVAN VANTIN
	  8	0.416667	0.666667	0.117647	0.200000	DIOVAN ZOFRAN
	  9	0.375000	0.666667	0.095238	0.166667	DIOVAN DOPAMINE
	  9	0.375000	0.666667	0.095238	0.166667	DIOVAN FIORINAL
	  9	0.375000	0.666667	0.095238	0.166667	DIOVAN LIORESAL
	  9	0.375000	0.666667	0.095238	0.166667	DIOVAN LUDIOMIL
	  10	0.357143	0.666667	0.051282	0.095238	DIOVAN AVANDIA
	  10	0.357143	0.666667	0.051282	0.095238	DIOVAN CEFOTAN
	  10	0.357143	0.666667	0.051282	0.095238	DIOVAN CORTANE
	  10	0.357143	0.666667	0.051282	0.095238	DIOVAN CYTOXAN
	  10	0.357143	0.666667	0.051282	0.095238	DIOVAN DANAZOL
	  10	0.357143	0.666667	0.051282	0.095238	DIOVAN DEMEROL
	  10	0.357143	0.666667	0.051282	0.095238	DIOVAN DENAVIR
	  10	0.357143	0.666667	0.051282	0.095238	DIOVAN DOLOBID
	  10	0.357143	0.666667	0.051282	0.095238	DIOVAN DOXEPIN
	  10	0.357143	0.666667	0.051282	0.095238	DIOVAN DYNABAC
	  10	0.357143	0.666667	0.051282	0.095238	DIOVAN DYNACIN
	  10	0.357143	0.666667	0.051282	0.095238	DIOVAN LOVENOX
	  10	0.357143	0.666667	0.051282	0.095238	DIOVAN NIASPAN
	  10	0.357143	0.666667	0.051282	0.095238	DIOVAN NIZORAL
	  10	0.357143	0.666667	0.051282	0.095238	DIOVAN NORVASC
	  10	0.357143	0.666667	0.051282	0.095238	DIOVAN ORUVAIL
	  10	0.357143	0.666667	0.051282	0.095238	DIOVAN ROXANOL
	  10	0.357143	0.666667	0.051282	0.095238	DIOVAN TORECAN
	  11	0.350000	0.666667	0.050000	0.093023	DIOVAN DIPHENATOL
	  12	0.333333	0.666667	0.033898	0.064516	DIOVAN AMICAR
	  12	0.333333	0.666667	0.033898	0.064516	DIOVAN AREDIA
	  12	0.333333	0.666667	0.033898	0.064516	DIOVAN AVAPRO
